SELFIES
[C] [O] [C] [C@H1] [Branch1] [C] [C] [N] [Branch1] [C] [C] [C] [=Branch1] [C] [=O] [C] [=C] [S] [C] [Branch1] [#Branch1] [N] [C] [Branch1] [C] [C] [=O] [=N] [Ring1] [=Branch2]
[O] [=N+1] [Branch1] [C] [O-1] [C] [=C] [C] [Branch1] [S] [S] [=Branch1] [C] [=O] [=Branch1] [C] [=O] [C] [Branch1] [C] [Cl] [Branch1] [C] [Cl] [Br] [=C] [C] [=C] [Ring1] [=N] [Cl]
[C] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [=C] [Branch1] [C] [S] [N] [N] [=C] [C] [C] [Ring1] [Branch1] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1]
[C] [C] [Branch1] [C] [C] [Branch1] [C] [C] [C] [N] [C] [C@@H1] [Branch1] [=Branch1] [C] [=Branch1] [C] [=O] [O] [C] [C@@H1] [Branch1] [P] [C] [=Branch1] [C] [=O] [N] [C] [=C] [C] [=C] [Branch1] [C] [F] [C] [=C] [Ring1] [#Branch1] [C] [Ring2] [Ring1] [Ring1]
[O] [=C] [N] [C] [=Branch1] [C] [=S] [S] [/C] [Ring1] [=Branch1] [=C] [/C] [=C] [C] [=C] [Branch1] [P] [C] [=C] [C] [=C] [C] [=Branch1] [Ring2] [=C] [Ring1] [=Branch1] [C] [O] [C] [Ring1] [=Branch1] [=O] [S] [Ring1] [#C]
[C] [=C] [C] [=C] [C] [=Branch1] [Ring2] [=C] [Ring1] [=Branch1] [O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [Ring1] [O] [C] [C] [C] [C] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1]
[O] [=C] [C] [C] [Branch1] [C] [O] [C] [C] [Branch1] [C] [C] [Branch2] [Ring2] [O] [C] [C] [C] [C] [Ring1] [#Branch1] [Branch1] [C] [C] [C] [C] [C] [Branch1] [C] [C] [C] [C] [C] [Branch1] [C] [C] [Branch1] [Ring1] [C] [O] [C] [C] [C] [Ring1] [=Branch2] [Branch1] [C] [C] [C] [C] [C] [Ring2] [Ring1] [Ring2] [Ring1] [#C] [C] [C] [Ring2] [Ring1] [#C] [C]
[F] [C] [Branch1] [C] [F] [Branch1] [C] [F] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [C] [C] [=N] [C] [Branch1] [=Branch2] [C] [=C] [C] [=N] [C] [=C] [Ring1] [=Branch1] [=N] [O] [Ring1] [O] [=C] [Ring1] [P]
[C] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [Branch1] [N] [C] [=Branch1] [C] [=O] [C] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [Cl] [=N] [Ring2] [Ring1] [Ring2]
[C] [O] [C] [=C] [C] [=C] [Branch2] [Ring1] [#C] [N] [C] [=Branch1] [C] [=O] [C] [O] [C] [=Branch1] [C] [=O] [C] [C] [C] [=N] [C] [Branch1] [C] [O] [=C] [C] [=C] [C] [=C] [C] [Ring1] [=Branch1] [=N] [Ring1] [O] [C] [=C] [Ring2] [Ring1] [#Branch2] [Cl]
[C] [C] [Branch1] [C] [C] [C] [=C] [C] [=C] [Branch2] [Ring2] [#C] [N] [C] [=Branch1] [C] [=O] [C] [S] [C] [=N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=N] [C] [Branch1] [#C] [C] [C] [=Branch1] [C] [=O] [N] [C] [C] [=C] [C] [=C] [S] [Ring1] [Branch1] [C] [=Branch1] [C] [=O] [N] [Ring2] [Ring1] [Branch2] [Ring1] [S] [C] [=C] [Ring2] [Ring2] [Ring1]
[C] [C] [=Branch1] [C] [=O] [S] [C@@H1] [C] [C] [=C] [C] [=Branch1] [C] [=O] [C] [C] [C@] [Ring1] [#Branch1] [Branch1] [C] [C] [C] [C] [C] [C@@] [Branch1] [C] [C] [C] [Branch1] [#C] [C] [C] [C@@] [Ring1] [=Branch1] [C] [C] [C] [=Branch1] [C] [=O] [O] [Ring1] [=Branch1] [C] [Ring1] [#C] [Ring2] [Ring1] [=Branch2]
[C] [C] [N] [Branch1] [Ring1] [C] [C] [C] [=Branch1] [C] [=O] [C] [N] [Branch1] [C] [C] [C] [=N] [C] [Branch1] [C] [N] [=N] [C] [Branch1] [=Branch2] [C] [Branch1] [C] [C] [Branch1] [C] [C] [C] [=N] [Ring1] [O]
[C] [C] [C] [C] [C] [N] [C] [C] [=C] [C] [=C] [Branch1] [P] [O] [C] [=C] [C] [=C] [Branch1] [=Branch1] [C] [Branch1] [C] [N] [=O] [C] [=C] [Ring1] [=Branch2] [C] [=C] [Ring1] [S]
[C] [C] [C] [C] [C] [C] [=Branch1] [C] [=O] [N] [C@H1] [C] [C] [N] [Branch1] [=N] [C] [C] [C] [Branch1] [C] [C] [=N] [O] [C] [=Ring1] [=Branch1] [C] [C] [C@@H1] [Ring1] [=C] [O]
[C] [N] [N] [=C] [Branch2] [Ring1] [Ring1] [C] [=Branch1] [C] [=O] [N] [C] [C] [O] [C] [C] [C] [C] [C] [C] [Ring1] [=Branch1] [Ring1] [#Branch2] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [Ring2] [Ring1] [=Branch1] [=O]
[C] [C] [=N] [NH1] [C] [Branch1] [=Branch1] [C] [=Branch1] [C] [=O] [O] [=C] [Ring1] [Branch2] [C] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1]
[C] [C] [C] [C] [C] [N] [C] [=Branch1] [C] [=O] [C@H1] [Branch2] [Ring1] [#Branch2] [C] [C] [=C] [C] [=C] [Branch1] [Branch2] [O] [C] [C] [=Branch1] [C] [=O] [O] [C] [Branch1] [=Branch1] [C] [=Branch1] [C] [=O] [O] [=C] [Ring1] [=C] [N] [C] [=Branch1] [C] [=O] [C@H1] [Branch1] [#Branch2] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [C] [=Branch1] [C] [=O] [C] [S] [C] [=C] [NH1] [N] [=N] [Ring1] [Branch1]
[C] [N] [C] [C] [C] [/C] [Ring1] [Branch1] [=C] [\N] [=N] [\C] [=C] [C] [=C] [Branch1] [C] [Br] [C] [Branch1] [=Branch2] [C] [Branch1] [C] [F] [Branch1] [C] [F] [F] [=C] [Ring1] [O]
[C] [N] [C@@H1] [Branch1] [S] [C] [C] [C] [=Branch1] [C] [=O] [N] [C] [C] [=C] [C] [=C] [S] [Ring1] [Branch1] [C] [N] [C] [=Branch1] [C] [=O] [C@@H1] [C@H1] [Ring2] [Ring1] [Ring1] [C] [C] [N] [Ring1] [Branch1] [C] [C] [=C] [C] [=C] [Branch1] [C] [O] [C] [=C] [Ring1] [#Branch1]
[C] [N] [C] [=Branch1] [C] [=N] [N] [C@@] [Branch2] [Ring2] [Ring2] [C] [=C] [C] [Branch2] [Ring1] [#Branch1] [N] [C] [=Branch1] [C] [=O] [C] [=N] [C] [=C] [C] [=C] [C] [Branch1] [C] [Br] [=C] [N] [=C] [Ring1] [O] [Ring1] [#Branch1] [=C] [C] [=C] [Ring2] [Ring1] [Ring2] [F] [C] [C] [C] [C@H1] [Ring2] [Ring1] [#Branch2] [S] [Ring2] [Ring1] [#C] [=Branch1] [C] [=O] [=O]
[C] [C] [Branch2] [Ring2] [N] [C] [C] [O] [C] [=Branch1] [C] [=O] [N] [Ring1] [=Branch1] [C] [=N] [C] [Branch2] [Ring1] [Branch1] [N] [C@@H1] [Branch1] [C] [C] [C] [=C] [C] [=C] [Branch1] [Ring1] [C] [O] [C] [Branch1] [C] [F] [=C] [Ring1] [=Branch2] [=N] [C] [=C] [Ring2] [Ring1] [C] [F] [C] [Branch1] [C] [F] [Branch1] [C] [F] [F]
[O] [=C] [O] [C] [Branch1] [C] [C] [C] [C] [C] [=Branch1] [C] [=O] [C] [=C] [C] [Branch1] [#Branch2] [O] [S] [=Branch1] [C] [=O] [=Branch1] [C] [=O] [C] [C] [Ring1] [P]
[O] [=C] [Branch1] [S] [N] [C] [=C] [C] [Branch1] [C] [O] [=N] [C] [Branch1] [C] [O] [=N] [Ring1] [Branch2] [C] [=C] [C] [=C] [C] [Branch1] [C] [Br] [=C] [Ring1] [#Branch1]
[O] [=C] [C] [=C] [Branch1] [=Branch2] [N] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [O] [C] [=C] [C] [=C] [Branch1] [Branch2] [C] [=C] [C] [=C] [S] [Ring1] [Branch1] [C] [=C] [Ring2] [Ring1] [Branch1] [Ring1] [O]
[C] [C] [O] [C] [=C] [C] [=C] [Branch2] [Branch1] [Ring2] [N] [C] [=Branch1] [C] [=O] [C] [C] [=C] [Branch2] [Ring2] [Ring1] [S] [C] [=Ring1] [Branch1] [N] [Branch2] [Ring1] [=Branch1] [C] [C] [=C] [C] [=Branch1] [C] [=O] [N] [C] [=C] [Branch1] [C] [Cl] [C] [=C] [C] [Ring1] [#Branch1] [=N] [Ring1] [N] [C] [Ring2] [Ring1] [#Branch1] [=O] [C] [C] [C] [Ring2] [Ring1] [#Branch1] [C] [=C] [Ring2] [Ring1] [P]
[C] [O] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [Branch1] [P] [N] [C] [=Branch1] [C] [=O] [C] [S] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [=C] [Ring2] [Ring1] [C]
[N] [N] [C] [Branch2] [Ring1] [=N] [C] [C] [C] [C] [N] [C] [C] [N] [Branch1] [#C] [C] [=C] [C] [=C] [C] [=C] [C] [=C] [C] [Ring1] [=Branch1] [=N] [Ring1] [#Branch2] [C] [C] [Ring1] [S] [=N] [C] [=C] [C] [=C] [Branch1] [C] [Cl] [C] [=C] [Ring1] [#Branch1] [C] [Ring2] [Ring1] [#C] [=O]
[C] [O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [C] [C] [N] [Branch2] [Ring1] [#C] [C] [C] [C] [C] [N] [C] [=Branch1] [C] [=O] [C] [C@H1] [Branch1] [=C] [N] [C] [=Branch1] [C] [=O] [C] [C] [C] [C] [C] [C] [Ring1] [=Branch1] [C] [Ring1] [#C] [=O] [C] [C] [Ring2] [Ring1] [#Branch2]
[O] [=C] [Branch1] [C] [O] [/C] [=C] [/C] [=Branch1] [C] [=O] [N] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [N] [=C] [Ring1] [=Branch1]
[C] [C] [=Branch1] [C] [=O] [N] [C] [=N] [C] [Branch2] [Ring2] [=Branch1] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [#Branch2] [N] [S] [=Branch1] [C] [=O] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [O] [C] [=Branch1] [C] [=O] [C] [=C] [C] [Ring1] [#Branch1] [=C] [Ring1] [O] [=C] [Ring2] [Ring1] [Branch1] [=C] [S] [Ring2] [Ring1] [#Branch2]
[C] [C] [=N] [O] [C] [Branch1] [C] [C] [=C] [Ring1] [=Branch1] [C] [=C] [C] [Branch1] [=Branch1] [C] [Branch1] [C] [N] [=O] [=C] [C] [=C] [C] [=C] [Branch1] [=Branch2] [C] [Branch1] [C] [C] [Branch1] [C] [C] [O] [C] [=C] [Ring1] [#Branch2] [N] [Branch1] [#Branch2] [C] [C] [C] [C] [O] [C] [C] [Ring1] [=Branch1] [C] [Ring2] [Ring1] [Ring2] [=C] [Ring2] [Ring1] [O]
[C] [O] [C] [=C] [C] [Branch1] [C] [O] [=C] [C] [=Branch2] [Ring1] [=C] [=C] [Ring1] [#Branch1] [C] [=Branch1] [C] [=O] [N] [C] [C] [=C] [Branch1] [C] [C] [C] [=C] [Branch1] [C] [Cl] [C] [=C] [C] [=C] [C] [=C] [Ring1] [N] [Ring1] [=Branch1] [O] [C] [=C] [C] [Branch1] [C] [O] [=C] [Branch1] [=Branch1] [C] [Branch1] [C] [C] [=O] [C] [=Branch1] [C] [=O] [C@] [Ring1] [O] [Ring2] [Ring1] [#C] [C]
[C] [C] [=C] [C] [=C] [Branch2] [Ring1] [Branch2] [C] [=Branch1] [C] [=O] [N] [/N] [=C] [Branch1] [#Branch1] [\C] [C] [Branch1] [C] [C] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=C] [Ring2] [Ring1] [Branch1]
[O] [=C] [C] [Branch1] [Ring1] [O] [C] [=C] [Branch2] [Ring1] [C] [O] [C] [=C] [C] [Branch1] [C] [O] [=C] [C] [Branch1] [C] [O] [=C] [Ring1] [=C] [Ring1] [Branch2] [C] [=C] [C] [=C] [Branch1] [C] [O] [C] [Branch1] [C] [O] [=C] [Ring1] [Branch2] [C] [=C] [Branch1] [C] [O] [C] [=C] [Branch1] [C] [O] [C] [C] [=Branch1] [C] [=O] [C] [Branch1] [Ring1] [O] [C] [=C] [Branch1] [#Branch1] [O] [C] [Ring1] [#C] [=Ring1] [=Branch2] [C] [=C] [C] [=C] [Branch1] [C] [O] [C] [Branch1] [C] [O] [=C] [Ring1] [Branch2]
[C] [N] [C] [C] [C] [=C] [Branch2] [Ring1] [P] [C] [=C] [C] [=C] [Branch2] [Ring1] [Branch1] [C] [N] [Branch1] [C] [C] [C] [C] [=C] [C] [=C] [C] [=C] [C] [=C] [C] [Ring1] [=Branch1] [=C] [Ring1] [#Branch2] [C] [=C] [Ring2] [Ring1] [Ring2] [C] [Ring2] [Ring1] [#Branch2]
[C] [C] [=C] [C] [=C] [Branch2] [Ring1] [P] [C] [=C] [Branch1] [S] [C] [=Branch1] [C] [=O] [N] [/N] [=C] [/C] [=C] [C] [=C] [N] [=C] [Ring1] [=Branch1] [N] [=N] [N] [Ring1] [S] [C] [=N] [O] [N] [=C] [Ring1] [Branch1] [N] [C] [=C] [Ring2] [Ring1] [N]
[O] [=C] [Branch1] [C] [O] [C] [=C] [C] [=C] [Branch2] [Ring2] [Branch1] [/C] [=C] [/C] [=C] [C] [=C] [Branch1] [C] [O] [C] [Branch2] [Ring1] [Branch1] [C] [C] [C] [C] [C] [Branch1] [O] [C] [C] [Branch1] [Ring2] [C] [Ring1] [=Branch1] [C] [Ring1] [=Branch2] [C] [Ring1] [#Branch2] [=C] [Ring1] [P] [C] [=C] [Ring2] [Ring1] [=Branch2]
[O] [=C] [C] [=C] [C] [Branch1] [Branch1] [O] [C] [Ring1] [Ring1] [C] [Branch2] [=Branch2] [Branch1] [O] [C] [=C] [C] [=C] [Branch1] [Branch1] [C] [=C] [Ring1] [=Branch1] [C] [N] [C] [=Branch1] [C] [=O] [C] [Branch2] [#Branch1] [#Branch2] [N] [C] [=Branch1] [C] [=O] [C] [Branch2] [Ring1] [Ring1] [N] [C] [=Branch1] [C] [=O] [C] [Branch1] [C] [C] [C] [Branch1] [C] [O] [C] [Branch1] [C] [C] [C] [C] [Branch2] [Branch1] [#Branch2] [O] [C] [=Branch1] [C] [=O] [C] [Branch2] [Ring2] [=Branch1] [N] [C] [=Branch1] [C] [=O] [C] [Branch2] [Ring1] [Branch2] [N] [C] [=Branch1] [C] [=O] [C] [Branch1] [#Branch1] [N] [C] [Ring2] [Ring2] [C] [=O] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [Branch1] [C] [O] [C] [C] [O] [C] [=Branch1] [C] [=O] [C] [N] [Ring2] [Branch1] [P] [C] [C] [Branch1] [C] [C] [C] [C] [C]
[C] [O] [C] [=N] [C] [=C] [Branch2] [Ring2] [=N] [N] [C] [C] [C] [=N] [C] [=N] [C] [Branch2] [Ring1] [#Branch2] [O] [C@H1] [C] [C] [N] [Branch1] [S] [C] [=Branch1] [C] [=O] [C] [O] [C] [Branch1] [C] [C] [=N] [C] [=Ring1] [=Branch1] [C] [C] [Ring1] [=C] [=C] [Ring2] [Ring1] [Branch1] [C] [Ring2] [Ring1] [=Branch2] [C] [=C] [Ring2] [Ring1] [#C] [C]
[O] [C] [C] [Branch1] [C] [O] [Branch1] [C] [C] [C] [C] [C] [C] [Branch1] [C] [C] [C] [C] [C] [Branch1] [C] [C] [C] [Branch2] [Ring1] [P] [C] [C] [C] [C] [Branch1] [C] [C] [C] [C] [C] [Branch1] [C] [O] [C] [Branch1] [C] [C] [Branch1] [C] [C] [C] [Ring1] [#Branch2] [C] [C] [C] [Ring2] [Ring1] [Ring1] [Ring1] [=C] [C] [C] [Ring2] [Ring1] [N] [Ring2] [Ring1] [=Branch2]
[C] [O] [C] [C] [N] [C] [=C] [Branch2] [Ring2] [Ring2] [N] [C] [=N] [C] [Branch2] [Ring1] [C] [N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [P] [Branch1] [C] [C] [Branch1] [C] [C] [=O] [=C] [C] [=C] [NH1] [C] [Ring1] [Branch1] [=N] [Ring2] [Ring1] [Ring2] [C] [=N] [Ring2] [Ring1] [#Branch2]
[C] [C] [=C] [C] [=C] [O] [C] [Branch2] [Ring2] [Ring1] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [#Branch1] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Branch1] [C] [Cl] [C] [=C] [C] [=C] [Ring1] [O] [Ring1] [#Branch1] [=C] [Ring2] [Ring1] [Ring2] [=N] [C] [Ring2] [Ring1] [=Branch2] [=C] [Ring2] [Ring1] [=N]
[C] [O] [C] [=C] [C] [=C] [Branch2] [Ring2] [#C] [/C] [=C] [/C] [=C] [C] [Branch1] [Ring1] [O] [C] [=C] [C] [Branch1] [Ring1] [O] [C] [=C] [Ring1] [#Branch2] [/C] [=C] [/C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [Branch1] [C] [Br] [=C] [C] [Branch1] [Ring1] [O] [C] [=C] [Ring1] [=Branch2] [O] [C] [Ring1] [=N] [=O] [C] [=C] [Ring2] [Ring2] [Ring2]
[C] [C] [C] [C] [C] [C] [C] [C] [C] [Branch1] [C] [O] [C] [=C] [C] [=C] [C] [=C] [C] [Branch2] [Ring1] [Branch1] [C] [C] [Branch1] [C] [O] [C] [=C] [C] [=C] [C] [Branch1] [=Branch1] [C] [=Branch1] [C] [=O] [O-1] [=C] [Ring1] [=Branch2] [=N] [C] [Ring2] [Ring1] [C] [=C] [Ring2] [Ring1] [=Branch1] .[Li+1]
[C] [C] [=N] [N] [Branch1] [C] [C] [C] [N] [=C] [Branch1] [P] [N] [C] [C] [C] [C] [C@@H1] [Ring1] [=Branch1] [C] [N] [C] [C] [C] [C] [Ring1] [Branch1] [S] [C] [Ring2] [Ring1] [Branch1] [=Ring1] [P]
[C] [C] [N] [Branch1] [Ring1] [C] [C] [C] [C] [O] [C] [=Branch1] [C] [=O] [C] [C] [=C] [C] [=N] [C] [=C] [C] [=C] [Branch1] [=Branch1] [C] [Branch1] [C] [C] [C] [C] [=C] [Ring1] [=Branch2] [C] [=Branch1] [C] [=O] [N] [Ring1] [=C] [C] [=Ring2] [Ring1] [C]
[C] [C@H1] [C] [N] [Branch1] [#Branch1] [C@@H1] [Branch1] [C] [C] [C] [O] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [O] [C@H1] [Ring2] [Ring1] [Branch2] [C] [N] [Branch1] [C] [C] [S] [=Branch1] [C] [=O] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [#N]
[C] [C] [=C] [C] [Branch1] [N] [N] [C] [C] [C] [Branch1] [C] [N] [C] [C] [Ring1] [#Branch1] [=C] [Branch1] [=Branch2] [S] [Branch1] [C] [C] [=Branch1] [C] [=O] [=O] [C] [=C] [Ring1] [P] [C] [=Branch1] [C] [=O] [N] [=C] [Branch1] [C] [N] [N]
[N] [#C] [C] [=C] [C] [=C] [Branch2] [Ring2] [#Branch2] [/C] [=C] [/C] [=N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=Branch1] [C] [=O] [N] [Ring1] [O] [C] [=C] [C] [=C] [C] [Branch1] [=N] [C] [=Branch1] [C] [=O] [N] [C] [C] [C] [=Branch1] [C] [=O] [O] [=C] [Ring1] [=C] [C] [=C] [Ring2] [Ring1] [P]
[C] [C] [Branch1] [C] [C] [C] [Branch2] [Ring1] [P] [C] [/C] [=C] [\C] [C] [Branch1] [Ring1] [C] [O] [Branch1] [S] [C] [O] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [O] [O] [C] [Ring2] [Ring1] [C] [=O] [C] [Branch1] [C] [C] [C]
[O] [=C] [Branch1] [Ring1] [O] [C] [C] [N] [C] [=Branch1] [C] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [O]
[C] [N] [Branch1] [#Branch2] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=C] [C] [=C] [Branch1] [Ring1] [C] [=O] [C] [=C] [Ring1] [Branch2]
[O] [=C] [C] [=C] [C] [=C] [N] [=C] [Ring1] [=Branch1] [N] [Branch1] [#Branch2] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [=Branch1] [C] [=O] [N] [Ring2] [Ring1] [C] [C] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1]
[C] [C] [Branch1] [C] [C] [Branch1] [C] [C] [C] [C] [=C] [Branch2] [Ring2] [C] [N] [C] [=Branch1] [C] [=O] [N] [C] [=C] [C] [=C] [Branch1] [#C] [O] [C] [=N] [C] [=N] [C] [NH1] [N] [=C] [C] [Ring1] [=Branch2] [=Ring1] [Branch1] [C] [Branch1] [C] [F] [=C] [Ring1] [P] [N] [Branch1] [=Branch2] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [N] [=Ring2] [Ring1] [S]
[C] [C] [C] [C] [/C] [=C] [/C] [=C] [/C] [C] [C] [C] [C] [C] [C] [C] [C@@H1] [C] [C] [C@@H1] [Branch1] [P] [C@@H1] [C] [C] [C@@H1] [Branch1] [#Branch1] [C] [C] [=Branch1] [C] [=O] [O] [O] [O] [Ring1] [#Branch2] [O] [Ring1] [#C]
[O] [=C] [Branch2] [Ring1] [Ring2] [O] [C] [=C] [C] [=C] [C] [=C] [Branch1] [C] [N] [C] [=C] [C] [Ring1] [#Branch1] [=C] [Ring1] [O] [N] [N] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1]
[O] [=C] [Branch2] [Ring1] [Branch2] [N] [C@@H1] [Branch1] [N] [C] [N] [C] [C] [C] [C] [C] [C] [Ring1] [#Branch1] [=O] [C] [=C] [C] [=C] [C] [=C] [Ring1] [=Branch1] [C] [C] [C] [C] [Ring1] [Ring2]
